Course Name,Partner,Difficulty Level
"Generative AI for Business - A Leaders' Handbook","Fractal Analytics","BEGINNER"
"Coding and Automation for Data Analysis with Generative AI","Microsoft","INTERMEDIATE"
"Genome Assembly Programming Challenge","University of California San Diego","ADVANCED"
"Social Computing","University of California San Diego","MIXED"
"GST - Using input tax credit","PwC India","BEGINNER"
"GenAI for Project Managers: Scaling with GenAI","Coursera Instructor Network","INTERMEDIATE"
"Transforming Exploratory Data Analysis with AI","Coursera Instructor Network","INTERMEDIATE"
"NIST 800-171","Infosec","MIXED"
"Project Management Tools Techniques and Agile Frameworks","Simplilearn","BEGINNER"
"PHP Mastery: Build Web Apps","Board Infinity","BEGINNER"
"Fundamentals of Cloud FinOps","Board Infinity","INTERMEDIATE"
"Figma UI UX Design Essentials Pt.2: Layout & Components","Skillshare","MIXED"
"Online Influence and Persuasion","Johns Hopkins University","INTERMEDIATE"
"Design and Detailing of RCC elements","L&T EduTech","INTERMEDIATE"
"Oracle Cloud Infrastructure Generative AI Professional","Oracle","INTERMEDIATE"
"After Effects VFX: Special Effects Videos for Social Media","Skillshare","MIXED"
"Beginner's Guide to Adobe After Effects: Animate & Polish","Skillshare","MIXED"
"Customer Data Analytics for Marketers","University of Colorado System","INTERMEDIATE"
"Linux System Administration with IBM Power Systems","IBM","INTERMEDIATE"
"Shopify eCommerce Ads Masterclass: Targeting & Production","Skillshare","BEGINNER"
"Design & Evaluate Logistics Systems for Supply Chains","EDUCBA","MIXED"
"Analyze Global Logistics: A Strategic Supply Chain Case","EDUCBA","MIXED"
"Machine Learning with PySpark","Edureka","INTERMEDIATE"
"Foundations of Corporate Finance","University of Cambridge","INTERMEDIATE"
"Statistical Analysis and Advanced Techniques","Microsoft","BEGINNER"
"Generative AI Architecture and Application Development","Edureka","BEGINNER"
" Machine Learning and NLP Basics","Edureka","BEGINNER"
"Docker Fundamentals - Understanding Containers and Images","Packt","BEGINNER"
"Responsible AI in the Generative AI Era","Fractal Analytics","BEGINNER"
"Design and Analyze Secure Networked Systems","University of Colorado System","INTERMEDIATE"
"UI/UX Design Principles","Microsoft","BEGINNER"
"Scenario and Root Cause Analysis with Generative AI","Microsoft","INTERMEDIATE"
"Program Finance and Investment","Microsoft","BEGINNER"
"Performance Domains in Project Management","Microsoft","BEGINNER"
"Network Analysis in Systems Biology","Icahn School of Medicine at Mount Sinai","INTERMEDIATE"
"GST - Maintaining documents, accounts and records","PwC India","BEGINNER"
"GST - Claiming refunds and other concepts","PwC India","BEGINNER"
" GenAI for Automated Financial Reporting","Coursera Instructor Network","BEGINNER"
"GenAI for Financial Analysts: Essential Predictive Analytics","Coursera Instructor Network","BEGINNER"
"GenAI for Portfolio Managers: Smarter Asset Allocation","Coursera Instructor Network","INTERMEDIATE"
"GenAI for Financial Insights and Analysis with QUILL","Coursera Instructor Network","INTERMEDIATE"
" ChatGPT API for Developers: Integrate AI Effortlessly","Coursera Instructor Network","INTERMEDIATE"
"Foundations of Generative AI in SDLC Training ","Simplilearn","BEGINNER"
"Requirement Gathering and Analysis with GenAI Training","Simplilearn","BEGINNER"
"Learn HTML and CSS","Scrimba","BEGINNER"
"Low Poly Art For Video Games","Michigan State University","INTERMEDIATE"
"Market Research and Analysis for Tech Industries","University of Colorado Boulder","BEGINNER"
"Resource and Waste Management in Buildings","L&T EduTech","INTERMEDIATE"
"Java Spring Boot - Advanced","EDUCBA","MIXED"
"Java Spring Boot Case Study - Appointment Management System","EDUCBA","MIXED"
"Deep Learning with Keras and Practical Applications","Packt","INTERMEDIATE"
"Mastering Neural Networks and Model Regularization","Johns Hopkins University","INTERMEDIATE"
"JavaScript for Web Development","Board Infinity","INTERMEDIATE"
"Business Analytics Executive Overview","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Core Java - Foundations","LearnKartS","BEGINNER"
"Key Enablers and Challenges in Implementing Industry 4.0","Board Infinity","INTERMEDIATE"
"Introduction to Participatory Approaches in Public Health ","Imperial College London","BEGINNER"
"Mastering Cloud FinOps","Board Infinity","INTERMEDIATE"
"Intro to Lean Six Sigma and Project Identification Methods ","SkillUp","BEGINNER"
"Introduction to Intrusion Detection Systems (IDS)","Johns Hopkins University","INTERMEDIATE"
"Deep Learning Methods for Healthcare","University of Illinois Urbana-Champaign","ADVANCED"
"Plant Bioinformatics","University of Toronto","INTERMEDIATE"
"Academic Discussions in English","University of California, Irvine","INTERMEDIATE"
"Standardisation & Technology","EIT Digital","BEGINNER"
"Leadership & Organization Design","Illinois Tech","INTERMEDIATE"
"Creative Writing: Crafting Personal Essays with Impact","Skillshare","BEGINNER"
"Environmental Hazards and Global Public Health","University of Michigan","BEGINNER"
"Innovation Strategy: Developing Your Fintech strategy","Copenhagen Business School","BEGINNER"
"Getting Started with Generative AI","Edureka","BEGINNER"
"Generative AI in the Workplace: Policies, Ethics, and Risks","University of Michigan","BEGINNER"
"Advanced Data Science Techniques (with AWS Integration)","Coursera","BEGINNER"
"Building a Real-World Data Science Solution ","Coursera","BEGINNER"
"Exploratory Data Analysis and Visualization","Microsoft","BEGINNER"
"Advanced Data Applications and Integration","Microsoft","BEGINNER"
"Product Design for the Circular Economy","University of Colorado Boulder","INTERMEDIATE"
"Enhance your Writing with Adjective Clauses","University of California, Irvine","INTERMEDIATE"
"Blockchain and Cryptography Overview","SkillUp","BEGINNER"
"Fundamental Sales Concepts — An Overview","Zoho Corporation","BEGINNER"
"Advanced Networking, Security, and IT Operations","Packt","ADVANCED"
"SEO Audits: Find & Fix Common Website SEO Issues ","Skillshare","BEGINNER"
"Figma UI UX Design Essentials Pt.3: Prototypes & Handoff","Skillshare","MIXED"
"Foundations of Machine Learning","Coursera","INTERMEDIATE"
"Leading Positive Change through Appreciative Inquiry","Case Western Reserve University","MIXED"
"Security & Ethical Hacking: Attacking the Network","University of Colorado Boulder","INTERMEDIATE"
"Effective Presentations and Persuasive Writing","Johns Hopkins University","INTERMEDIATE"
"Managing Identity Services using AD DS and Microsoft Entra","SkillUp","INTERMEDIATE"
"IP Connectivity & IP Services","Packt","INTERMEDIATE"
"AWS Databases, Messaging, and Event Driven Architecture","LearnKartS","INTERMEDIATE"
"Managing Windows Servers, Virtualization, & Containerization","SkillUp","INTERMEDIATE"
"Ethics of Technology","The University of Notre Dame","BEGINNER"
"Goal Setting for Personal Trainers","American Council on Exercise","BEGINNER"
"UX and Interface Design for Embedded Systems","University of Colorado Boulder","INTERMEDIATE"
"Construction Equipment Maintenance & Safety","L&T EduTech","ADVANCED"
"Rapid Prototyping of Embedded Interface Designs","University of Colorado Boulder","INTERMEDIATE"
"Notion for Beginners: Build Powerful Dashboards & Databases","Skillshare","MIXED"
"Data Visualization with Python","Duke University","INTERMEDIATE"
"Construction Machinery for Concreting /Roads & Earth Moving","L&T EduTech","INTERMEDIATE"
"Advanced Statistical Analysis and Tools ","SkillUp","INTERMEDIATE"
"Client HQ: Streamline Client Project Management with Notion","Skillshare","MIXED"
"TBMs,Pile Rigs,Cranes & Hauling Vehicles","L&T EduTech","ADVANCED"
"Electric Vehicle Sensors","University of Colorado Boulder","INTERMEDIATE"
"Spacecraft Relative Motion Kinematics and Kinetics","University of Colorado Boulder","ADVANCED"
"Planning of Metro Rail Systems","L&T EduTech","INTERMEDIATE"
"Wind Turbine Sensors","University of Colorado Boulder","INTERMEDIATE"
"Statistics and Calculus Methods for Data Analysis","University of Pittsburgh","BEGINNER"
"Teradata Fundamentals","Board Infinity","INTERMEDIATE"
"Construction of Metro Rail Systems ","L&T EduTech","INTERMEDIATE"
"Implementing Security in IoT and Edge Devices","LearnQuest","BEGINNER"
"Strategic Edge Security Management","LearnQuest","BEGINNER"
"Internet of Things: How did we get here?","University of California San Diego","MIXED"
"5G Network Architecture and Protocols","LearnQuest","INTERMEDIATE"
"Getting Started with Angular","Edureka","BEGINNER"
"Linux Foundations and Basic System Administration","Packt","BEGINNER"
"The Neuroscience of Leading Transformational Organizations","University of Colorado Boulder","BEGINNER"
"Midjourney for Beginners: Step-by-Step AI Art Guide","Skillshare","BEGINNER"
"Predictive Modeling with Logistic Regression using SAS ","SAS","INTERMEDIATE"
"Data Science Fundamentals Part 1: Unit 1","Pearson","BEGINNER"
"HEALTHY URBAN SYSTEMS - PART 1 : Concepts and observations","University of Lausanne","BEGINNER"
"Data Science Fundamentals Part 1: Unit 3","Pearson","BEGINNER"
"Creating Features for Time Series Data","SAS","INTERMEDIATE"
"Building a Large-Scale, Automated Forecasting System","SAS","INTERMEDIATE"
"Introduction to AI for sales professionals","AI Business School","BEGINNER"
"Practical AI and prompting for sales professionals","AI Business School","INTERMEDIATE"
"Intermediate Data Analysis Techniques with Pandas","Packt","INTERMEDIATE"
"How to Implement and Evaluate Communication  Campaigns","University of Colorado Boulder","BEGINNER"
"Telehealth: Musculoskeletal Assessment","Duke University","BEGINNER"
"Data Streaming and NLP with PySpark","Edureka","INTERMEDIATE"
"Personnel & Third-Party Security","University of California, Irvine","MIXED"
"Construction of Precast System","L&T EduTech","ADVANCED"
"Precast Elements","L&T EduTech","INTERMEDIATE"
"Climate Change: Mitigation and Adaptation","Council on Foreign Relations","BEGINNER"
"Physics of Light and Materials","Rice University","INTERMEDIATE"
"Programming Generative AI: Unit 1","Pearson","INTERMEDIATE"
"Building and Deploying GenAI Agents for Process Automation","SkillUp","INTERMEDIATE"
"Sensory Science: Measuring the Senses","University of California, Davis","BEGINNER"
"Professional Skills for Insurance Sales Success","Liberty Mutual Insurance","BEGINNER"
"Prospecting and Selling Insurance","Liberty Mutual Insurance","BEGINNER"
"New Tech Ventures","Illinois Tech","INTERMEDIATE"
"Mastering Advanced Pivot Tables in Excel","Packt","INTERMEDIATE"
"Beyond Basic CSS: Typography, Color, Effects, & Animation","University of California, Davis","INTERMEDIATE"
"Why Scale a Startup?","IE Business School","BEGINNER"
"PyMongo - Beginners","EDUCBA","INTERMEDIATE"
"PyMongo - Advanced    ","EDUCBA","INTERMEDIATE"
"Open Source Software Development Methods","The Linux Foundation","BEGINNER"
"Quality Improvement in Healthcare Organizations","Rutgers the State University of New Jersey","BEGINNER"
"ChatGPT + Zapier: From Email Inbox to Excel Spreadsheet","Vanderbilt University","BEGINNER"
"Design Thinking for Data Professionals","Fractal Analytics","INTERMEDIATE"
"Launching Your Music Career","University of Colorado Boulder","INTERMEDIATE"
"Lessons on Wisdom: Personal Leadership for Your Life","Dartmouth College","BEGINNER"
"Business English: Final Project","Arizona State University","INTERMEDIATE"
"Applied Industrial Internet of Things","L&T EduTech","INTERMEDIATE"
"Azure Network Services","EDUCBA","INTERMEDIATE"
"Fundamentals of Digital Transformation","Dartmouth College","BEGINNER"
"Best Practices in Planning DE&I Interventions","Rice University","INTERMEDIATE"
"Artificial Intelligence in Social Media Analytics","Johns Hopkins University","INTERMEDIATE"
"Politics and Ethics of Data Analytics in the Public Sector","University of Michigan","INTERMEDIATE"
"Network Visualization and Intervention","Johns Hopkins University","INTERMEDIATE"
"Introduction to Cybersecurity for Business","University of Colorado System","BEGINNER"
"Transacting on the Blockchain","INSEAD","INTERMEDIATE"
"Cyber Threats and Attack Vectors","University of Colorado System","BEGINNER"
"Advanced Django: Building a Blog","Codio","ADVANCED"
"Foundations of Computer Science","LearnQuest","BEGINNER"
"Linux for Security Experts","Codio","BEGINNER"
"Introduction to Visual Basic Programming","LearnQuest","BEGINNER"
"Proactive Computer Security","University of Colorado System","BEGINNER"
"Detecting and Mitigating Cyber Threats and Attacks","University of Colorado System","BEGINNER"
"Visual Basic Programming: Classes and Collections","LearnQuest","INTERMEDIATE"
"AI for Business: Generation & Prediction","Coursera Instructor Network","BEGINNER"
"8 Most Controversial Terms in AI, Explained","Coursera Instructor Network","BEGINNER"
"Information Design","University of California San Diego","MIXED"
"Successful AI Strategies: A CEO's Perspective","Fractal Analytics","INTERMEDIATE"
"Creative Personal Writing: Write the Real You","Skillshare","BEGINNER"
"Setting a Generative AI Strategy","Coursera","BEGINNER"
"Navigating Generative AI Risks for Leaders","Coursera","BEGINNER"
"Empowering and Transforming Your Organization with GenAI","Coursera","BEGINNER"
"LangChain and Workflow Design Course","Simplilearn","BEGINNER"
"LangChain Course for LLM Application Development","Simplilearn","BEGINNER"
"AWS Advanced","LearnKartS","INTERMEDIATE"
"Cybersecurity Prevention and Detection: Unit 1","Pearson","BEGINNER"
"Cybersecurity Prevention and Detection: Unit 2","Pearson","BEGINNER"
"Building Objects in C","University of Michigan","INTERMEDIATE"
"Figma Pro Pt. 4: Variables, Tokens & Dev Mode Mastery","Skillshare","INTERMEDIATE"
"Figma Pro Pt. 3: Advanced Typography, Masking & Media","Skillshare","INTERMEDIATE"
"Search and Display Advertising","University of Colorado Boulder","BEGINNER"
"Digital Creativity","Arizona State University","MIXED"
"Digital Tools and Well-Being","Arizona State University","MIXED"
"Advanced Tableau - Table Calculations","Corporate Finance Institute","ADVANCED"
"Advanced Tableau - LOD Calculations","Corporate Finance Institute","ADVANCED"
"3D Animation in Unreal Engine: Create an Original Character","Skillshare","MIXED"
"SQL for Any IT Professional: Unit 1","Pearson","BEGINNER"
"Web Connectivity and Security in Embedded Systems","EIT Digital","INTERMEDIATE"
"Capstone:  Autonomous Runway Detection for IoT","EIT Digital","ADVANCED"
"Agile Project Management: Estimate, Lead & Deliver Value","EDUCBA","MIXED"
"Mastering Agile: Apply & Adapt Principles for Value Delivery","EDUCBA","MIXED"
