Category,Institution,Course,Fees,Type,Location
Management,"IIFM Bhopal - Indian Institute of Forest Management, Bhopal","Not Available","Not Available","37 Careers360 Rank'25 Careers360 Ranking : 37 Ownership: Public/Government Rating: 4.3/5 31 Reviews IIFM Bhopal - Indian Institute of Forest Management, Bhopal Careers360 Ranking : 37 Ownership: Public/Government Rating: 4.3/5 31 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"KSOM Bhubaneswar - KIIT School of Management, Bhubaneswar","Not Available","Fees: 13.90 Lakhs","37 Careers360 Rank'25 Careers360 Ranking : 37 Ownership: Private Rating: 4.2/5 249 Reviews KSOM Bhubaneswar - KIIT School of Management, Bhubaneswar Careers360 Ranking : 37 Ownership: Private Rating: 4.2/5 249 Reviews MBA (3 Courses) Fees: 13.90 Lakhs Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"KSOM Bhubaneswar - KIIT School of Management, Bhubaneswar","Not Available","Fees: 13.90 Lakhs","37 Careers360 Rank'25 Careers360 Ranking : 37 Ownership: Private Rating: 4.2/5 249 Reviews KSOM Bhubaneswar - KIIT School of Management, Bhubaneswar Careers360 Ranking : 37 Ownership: Private Rating: 4.2/5 249 Reviews MBA (3 Courses) Fees: 13.90 Lakhs Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"Institute of Management Studies, BHU - Institute of Management Studies, Banaras Hindu University, Varanasi","Not Available","Fees: 99.29 K - 2.42 Lakhs","38 Careers360 Rank'25 Careers360 Ranking : 38 Ownership: Public/Government Rating: 4.2/5 98 Reviews Institute of Management Studies, BHU - Institute of Management Studies, Banaras Hindu University, Varanasi Careers360 Ranking : 38 Ownership: Public/Government Rating: 4.2/5 98 Reviews MBA (3 Courses) Fees: 99.29 K - 2.42 Lakhs Diploma (2 Courses) Fees: 15 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"Institute of Management Studies, BHU - Institute of Management Studies, Banaras Hindu University, Varanasi","Not Available","Fees: 99.29 K - 2.42 Lakhs","38 Careers360 Rank'25 Careers360 Ranking : 38 Ownership: Public/Government Rating: 4.2/5 98 Reviews Institute of Management Studies, BHU - Institute of Management Studies, Banaras Hindu University, Varanasi Careers360 Ranking : 38 Ownership: Public/Government Rating: 4.2/5 98 Reviews MBA (3 Courses) Fees: 99.29 K - 2.42 Lakhs Diploma (2 Courses) Fees: 15 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"VIT BS Vellore - VIT Business School, Vellore","Not Available","Not Available","39 Careers360 Rank'25 Careers360 Ranking : 39 Ownership: Private Rating: 3.7/5 10 Reviews VIT BS Vellore - VIT Business School, Vellore Careers360 Ranking : 39 Ownership: Private Rating: 3.7/5 10 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"VIT BS Vellore - VIT Business School, Vellore","Not Available","Not Available","39 Careers360 Rank'25 Careers360 Ranking : 39 Ownership: Private Rating: 3.7/5 10 Reviews VIT BS Vellore - VIT Business School, Vellore Careers360 Ranking : 39 Ownership: Private Rating: 3.7/5 10 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"DSM DTU - Delhi School of Management, Delhi Technological University, Delhi","Not Available","Not Available","40 Careers360 Rank'25 Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews DSM DTU - Delhi School of Management, Delhi Technological University, Delhi Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","40 Careers360 Rank'25 Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews DSM DTU - Delhi School of Management, Delhi Technological University, Delhi Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"DSM DTU - Delhi School of Management, Delhi Technological University, Delhi","Not Available","Not Available","40 Careers360 Rank'25 Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews DSM DTU - Delhi School of Management, Delhi Technological University, Delhi Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","40 Careers360 Rank'25 Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews DSM DTU - Delhi School of Management, Delhi Technological University, Delhi Careers360 Ranking : 40 Ownership: Public/Government Rating: 4.2/5 112 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"UBS Chandigarh - University Business School, Panjab University, Chandigarh","Not Available","Fees: 47.89 K - 2.25 Lakhs","41 Careers360 Rank'25 Careers360 Ranking : 41 Ownership: Public/Government Rating: 3.9/5 42 Reviews UBS Chandigarh - University Business School, Panjab University, Chandigarh Careers360 Ranking : 41 Ownership: Public/Government Rating: 3.9/5 42 Reviews MBA (4 Courses) Fees: 47.89 K - 2.25 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"UBS Chandigarh - University Business School, Panjab University, Chandigarh","Not Available","Fees: 47.89 K - 2.25 Lakhs","41 Careers360 Rank'25 Careers360 Ranking : 41 Ownership: Public/Government Rating: 3.9/5 42 Reviews UBS Chandigarh - University Business School, Panjab University, Chandigarh Careers360 Ranking : 41 Ownership: Public/Government Rating: 3.9/5 42 Reviews MBA (4 Courses) Fees: 47.89 K - 2.25 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"SIBM Bangalore - Symbiosis Institute of Business Management, Bengaluru","Not Available","Fees: 25.40 Lakhs","41 Careers360 Rank'25 Careers360 Ranking : 41 Ownership: Private Rating: 4.3/5 61 Reviews SIBM Bangalore - Symbiosis Institute of Business Management, Bengaluru Careers360 Ranking : 41 Ownership: Private Rating: 4.3/5 61 Reviews MBA (3 Courses) Fees: 25.40 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SIBM Bangalore - Symbiosis Institute of Business Management, Bengaluru","Not Available","Fees: 25.40 Lakhs","41 Careers360 Rank'25 Careers360 Ranking : 41 Ownership: Private Rating: 4.3/5 61 Reviews SIBM Bangalore - Symbiosis Institute of Business Management, Bengaluru Careers360 Ranking : 41 Ownership: Private Rating: 4.3/5 61 Reviews MBA (3 Courses) Fees: 25.40 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"DBE DU - Department of Business Economics, University of Delhi, Delhi","Not Available","Not Available","42 Careers360 Rank'25 Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews DBE DU - Department of Business Economics, University of Delhi, Delhi Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","42 Careers360 Rank'25 Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews DBE DU - Department of Business Economics, University of Delhi, Delhi Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"DBE DU - Department of Business Economics, University of Delhi, Delhi","Not Available","Not Available","42 Careers360 Rank'25 Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews DBE DU - Department of Business Economics, University of Delhi, Delhi Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","42 Careers360 Rank'25 Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews DBE DU - Department of Business Economics, University of Delhi, Delhi Careers360 Ranking : 42 Ownership: Public/Government Rating: 4.4/5 49 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"SoM-PDEU - School of Management, Pandit Deendayal Energy University, Gandhinagar","Not Available","Fees: 8.62 Lakhs","44 Careers360 Rank'25 Careers360 Ranking : 44 Ownership: Private Rating: 4.1/5 76 Reviews SoM-PDEU - School of Management, Pandit Deendayal Energy University, Gandhinagar Careers360 Ranking : 44 Ownership: Private Rating: 4.1/5 76 Reviews MBA (2 Courses) Fees: 8.62 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SoM-PDEU - School of Management, Pandit Deendayal Energy University, Gandhinagar","Not Available","Fees: 8.62 Lakhs","44 Careers360 Rank'25 Careers360 Ranking : 44 Ownership: Private Rating: 4.1/5 76 Reviews SoM-PDEU - School of Management, Pandit Deendayal Energy University, Gandhinagar Careers360 Ranking : 44 Ownership: Private Rating: 4.1/5 76 Reviews MBA (2 Courses) Fees: 8.62 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Management,"USMS IPU - University School of Management Studies, GGS IP University, Delhi","Not Available","Fees: 2.52 Lakhs","45 Careers360 Rank'25 Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews USMS IPU - University School of Management Studies, GGS IP University, Delhi Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews MBA (4 Courses) Fees: 2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","45 Careers360 Rank'25 Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews USMS IPU - University School of Management Studies, GGS IP University, Delhi Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews MBA (4 Courses) Fees: 2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"USMS IPU - University School of Management Studies, GGS IP University, Delhi","Not Available","Fees: 2.52 Lakhs","45 Careers360 Rank'25 Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews USMS IPU - University School of Management Studies, GGS IP University, Delhi Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews MBA (4 Courses) Fees: 2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","45 Careers360 Rank'25 Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews USMS IPU - University School of Management Studies, GGS IP University, Delhi Careers360 Ranking : 45 Ownership: Public/Government Rating: 4.2/5 36 Reviews MBA (4 Courses) Fees: 2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"SCMS Cochin School of Business, Cochin","Not Available","Fees: 7.95 Lakhs","48 Careers360 Rank'25 Careers360 Ranking : 48 Ownership: Private Rating: 3.9/5 10 Reviews SCMS Cochin School of Business, Cochin Careers360 Ranking : 48 Ownership: Private Rating: 3.9/5 10 Reviews P.G.D.M (1 Course) Fees: 7.95 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SCMS Cochin School of Business, Cochin","Not Available","Fees: 7.95 Lakhs","48 Careers360 Rank'25 Careers360 Ranking : 48 Ownership: Private Rating: 3.9/5 10 Reviews SCMS Cochin School of Business, Cochin Careers360 Ranking : 48 Ownership: Private Rating: 3.9/5 10 Reviews P.G.D.M (1 Course) Fees: 7.95 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"SIBM Nagpur - Symbiosis Institute of Business Management, Nagpur","Not Available","Not Available","49 Careers360 Rank'25 Careers360 Ranking : 49 Ownership: Private Rating: 4.5/5 43 Reviews SIBM Nagpur - Symbiosis Institute of Business Management, Nagpur Careers360 Ranking : 49 Ownership: Private Rating: 4.5/5 43 Reviews Courses Facilities Brochure Apply Compare Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SIBM Nagpur - Symbiosis Institute of Business Management, Nagpur","Not Available","Not Available","49 Careers360 Rank'25 Careers360 Ranking : 49 Ownership: Private Rating: 4.5/5 43 Reviews SIBM Nagpur - Symbiosis Institute of Business Management, Nagpur Careers360 Ranking : 49 Ownership: Private Rating: 4.5/5 43 Reviews Courses Facilities Brochure Apply Compare","Not Available"
Management,"GITAM School of International Business, Visakhapatnam","Not Available","Fees: 10.82 Lakhs","50 Careers360 Rank'25 Careers360 Ranking : 50 Ownership: Private Rating: 4.0/5 7 Reviews GITAM School of International Business, Visakhapatnam Careers360 Ranking : 50 Ownership: Private Rating: 4.0/5 7 Reviews MBA (8 Courses) Fees: 10.82 Lakhs B.B.A (6 Courses) Fees: 8.47 Lakhs - 8.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"GITAM School of International Business, Visakhapatnam","Not Available","Fees: 10.82 Lakhs","50 Careers360 Rank'25 Careers360 Ranking : 50 Ownership: Private Rating: 4.0/5 7 Reviews GITAM School of International Business, Visakhapatnam Careers360 Ranking : 50 Ownership: Private Rating: 4.0/5 7 Reviews MBA (8 Courses) Fees: 10.82 Lakhs B.B.A (6 Courses) Fees: 8.47 Lakhs - 8.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"SRM University AP, Amaravati","Not Available","Not Available","51 Careers360 Rank'25 Careers360 Ranking : 51 Ownership: Private Rating: 4.3/5 58 Reviews SRM University AP, Amaravati Careers360 Ranking : 51 Ownership: Private Rating: 4.3/5 58 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Management,"SRM University AP, Amaravati","Not Available","Not Available","51 Careers360 Rank'25 Careers360 Ranking : 51 Ownership: Private Rating: 4.3/5 58 Reviews SRM University AP, Amaravati Careers360 Ranking : 51 Ownership: Private Rating: 4.3/5 58 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
